Name,Cost,Cuisine,Featured_in,Hours,Votes,Rating,Location,Type,View_menu,Book_table,Outlets,Delivery,Call
The Bahubali,600,2, ,12noon – 11pm (Mon-Sun),136,3.6,Marathahalli,1,1,1, ,0,1
The Baker's,500,2, ,11am – 11pm (Mon-Sun),32,2.5,HSR,1,1,0, ,0,1
The Bakers Table,200,1, ,"11am – 8:30pm (Mon-Sat),Closed (Sun)",90,4.2,Yelahanka,1,0,0, ,0,1
The Bakery World,250,2, ,7:30am – 10pm (Mon-Sun),29,3.5,Basavanagudi,1,1,0,1,0,0
The Bar Stock Exchange,1300,6, ,12noon – 12midnight (Mon-Sun),501,4.2,St. Marks Road,2,1,0, ,0,0
The Barn - Bar & Kitchen,1500,3, ,"11am – 12midnight (Mon-Thu),11am – 1am (Fri-Sun)",169,4,"Garuda Mall, Magrath Road",1,1,1, ,0,1
The Bawarchi,700,3, ,"12noon – 4pm, 7pm – 1:30am (Mon-Sun)",307,2.6,Marathahalli,1,1,1,1,0,1
The Beer Cafe,1300,3, ,11am – 12:30AM (Mon-Sun),1073,4.2,Koramangala 4th Block,1,1,1,2,0,1
THE BEL ST.,1100,4,1,9am – 11pm (Mon-Sun),206,3.6,Sahakara Nagar,2,1,1,1,0,1
The Belgian Waffle Co.,350,2,1,"10am – 11pm (Mon),11am – 11pm (Tue-Fri),10am –...",133,3.8,Jayanagar,1,1,1,6,0,1
The Belgian Waffle Company,250,1, ,10am – 11pm (Mon-Sun),37,4,Brookefield,1,1,0, ,0,1
The Bengaluru Brasserie - Hyatt Centric MG Road,2000,4,1,24 Hours (Mon-Sun),111,4.2,"Hyatt Centric, MG Road",1,1,1, ,0,1
The Biere Club,1700,3,3,"11:30am – 11pm (Mon, Tue, Wed, Thu, Sun), 11:30am...",2161,4.3,153 Biere Street,2,1,1,2,0,1
The Big Bellyz,300,3, ,11am – 10pm (Mon-Sun),72,3.9,Malleshwaram,1,1,1, ,0,1
The Big Bellyz,300,3, ,11am – 10pm (Mon-Sun),72,3.9,Malleshwaram,1,1,1, ,0,0
The Big Brownie Theory,350,2, ,11am – 8pm (Mon-Sun),27,3.8,"Varthur Main Road, Whitefield",1,1,0, ,0,1
The Big Grill,200,3, ,11am – 11:30pm (Mon-Sun),7,3.2,Marathahalli, ,1,0, ,0,1
The Big Spoon,300,2,1,"11am – 10pm (Mon-Sat),Closed (Sun)",38,3.8,Whitefield, ,1,1, ,0,1
The Biriyani Pedia,300,1, ,11:30am – 11:30pm (Mon-Sun),44,4,BTM,1,1,1, ,0,1
The Biryani Cafe,300,3,1,"Closed (Mon),12:30pm – 3:30pm, 6:30pm – 10:30pm...",494,4,Banashankari, ,1,0, ,0,1
The Biryani Paradise,350,2, ,12noon – 4pm (Mon-Sun),29,3.7,Richmond Road,1,1,0, ,0,1
The Biryani Story,600,4, ,12noon – 12midnight (Mon-Sun),39,3.8,BTM,1,1,0, ,0,1
The Biryanis,500,3,1,"11am – 3:30pm, 6pm – 11pm (Mon-Sun)",417,3.7,Jeevan Bhima Nagar,1,1,1, ,0,1
The Black Pearl,1500,4,2,"12noon – 4pm, 6pm – 12midnight (Mon-Sun)",5882,4.9,Marathahalli,2,1,1,1,0,0
The Black Rabbit,1500,5,4,"12noon – 11pm (Mon-Tue),12noon – 12midnight...",4006,4.4,"Escape Hotel & Spa, Indiranagar",2,1,1, ,0,1
The Blackboard Bakery,800,3, ,"9am – 11pm (Mon-Sat),Closed (Sun)",76,3.8,Lavelle Road,2,1,1, ,0,0
The Blue Bawarchi,300,4, ,"11:30am – 12midnight (Mon),11am – 4:30pm, 7pm...",25,3.7,Nagawara,1,1,1, ,0,1
The Blue Wagon - Kitchen,300,6,1,"12:30pm – 10pm (Mon, Wed, Thu, Fri, Sat, Sun)...",177,4.7,Jayanagar,1,1,1, ,0,1
The Bong,300,2, ,"12noon – 3:30pm, 5:30pm – 10:30pm (Mon-Sun)",37,3.3,Frazer Town,1,1,1, ,0,1
The Boozy Griffin,1800,2,4,"11:30am – 11pm (Mon-Tue),11:30am – 1am...",3771,4.8,Marathahalli,1,1,1,1,1,1
The Breakfast Club,400,3, ,6am – 7pm (Mon-Sun),90,3.9,Electronic City,1,1,0, ,0,1
The Breakfast Truck,550,1, ,"9am – 11pm (Mon-Fri),9am – 11:30pm (Sat-Sun)",65,4,"Eat Street, Koramangala 6th Block",1,1,0, ,0,1
The Brekkie Shop,300,2, ,"8am – 9:45pm (Mon-Fri),8am – 3:30pm (Sat-Sun)",62,3.5,MG Road,1,1,1,1,0,1
The Brewing Bean,500,1, ,10am – 8pm (Mon-Sun),46,3.7,Bellandur,1,0,0, ,0,1
The Bridge Walk Cafe,500,4, ,11am – 11pm (Mon-Sun),19,3.7,Kengeri,1,0,0, ,0,1
The Bundle Co.,700,4, ,"1pm – 1am (Mon-Sat),1pm – 12midnight (Sun)",163,4.4,MG Road,1,1,1, ,0,1
The C@fe,600,3, ,11am – 11pm (Mon-Sun),83,3.9,Kanakapura Road, ,1,0, ,0,1
The Café @ Saanchi,800,1, ,"Closed (Mon),11am – 7pm (Tue-Sun)",25,4,Richmond Road,1,1,0, ,0,1
The Cake House,200,2, ,8am – 10pm (Mon-Sun),27,3.7,Ulsoor,1,1,1, ,0,1
The Cake Mart,500,2, ,"10am – 10:30pm (Mon),10am – 12midnight (Tue-Sun)",19,3.4,Old Airport Road, ,1,1, ,0,1
The Cake Shop Mayura,800,2, ,11am – 11pm (Mon-Sun),12,3.6,JP Nagar,1,1,0, ,0,1
The Caramelts Cafe,500,8, ,10am – 10pm (Mon-Sun),143,4.1,Jayanagar,1,1,0, ,1,1
The Chameleon,1200,1, ,"11:30am – 11pm (Mon, Tue, Wed, Thu, Sun), 11:30am...",155,4.1,Electronic City,1,1,0, ,0,1
The Charcoal,900,3, ,"11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –...",429,3.6,Vijay Nagar,1,1,0, ,0,1
The Chariot,300,2, ,8am – 10:30pm (Mon-Sun),47,3,Brigade Road,1,1,0, ,0,1
The Cheesecake Corner,400,1, ,10am – 8pm (Mon-Sun),46,3.7,BTM,1,1,0, ,0,1
The Chef's Kitchen,800,4,1,"12noon – 4pm, 7pm – 11pm (Mon-Fri),12midnight...",278,3.8,Kalyan Nagar,1,1,1, ,0,1
The Chervil,1000,2,1,12noon – 1am (Mon-Sun),179,4.2,JP Nagar,2,1,1, ,1,1
The Chocolate Heaven,600,4,1,9:30am – 11:45pm (Mon-Sun),346,4.1,Kalyan Nagar,1,1,1,2,0,1
The Chocolate Heaven - Cakes,600,2, ,9am – 12midnight (Mon-Sun),57,3.9,Kalyan Nagar,1,1,1,1,0,1
The Chocolate Room,600,3, ,11am – 11pm (Mon-Sun),62,3.8,Koramangala 7th Block,2,1,0,4,0,1
The Chocolatiers,150,1, ,10:30am – 10pm (Mon-Sun),14,3.5,"Royal Meenakshi Mall, Bannerghatta Road",1,1,0, ,0,1
The Coastal Crew by Fujian on 24th,1100,5,3,12noon – 12midnight (Mon-Sun),969,4.2,JP Nagar,2,1,1, ,0,1
The Coffee Bean & Tea Leaf,700,1,1,10:30am – 11pm (Mon-Sun),248,3.8,"1 MG Road Mall, MG Road",1,1,1,1,1,1
The Coffee Shack,500,1, ,10:30am – 10:30pm (Mon-Sun),127,4.2,Banashankari,1,1,1, ,1,1
The Colony Gastropub,1200,2, ,"12midnight – 1am, 1pm – 12midnight (Mon-Sun)",446,4.1,HSR, ,1,1, ,0,1
The Coorg Food Co.,750,1, ,12noon – 10:30pm (Mon-Sun),458,4.3,Kalyan Nagar,1,1,1, ,0,1
The Courtyard,750,1, ,"11am – 10pm (Mon-Fri),10am – 10pm (Sat-Sun)",277,3.9,Shanti Nagar,1,1,0, ,0,1
The Courtyard - Hotel Evoma,1000,3,1,"7am – 10am, 12:30pm – 11pm (Mon-Sun)",59,3.7,Hotel Evoma,1,1,1, ,0,0
The Creek - The Den Bengaluru,2000,3,2,24 Hours (Mon-Sun),294,4.4,"The Den, Whitefield",1,1,1, ,1,1
The Crust Factory,400,3, ,7am – 11pm (Mon-Sun),9,3.5,"Comfort Inn Insys, Yeshwantpur",1,1,1, ,0,1
The Cuboidal,300,3, ,11am – 10:30pm (Mon-Sun),14,3.6,BTM,1,1,1, ,0,1
The Cupcake Story,300,1, ,9am – 9pm (Mon-Sun),13,3.5,Yeshwantpur,1,0,0, ,0,1
The Daily Bean,500,1, ,"9am – 9pm (Mon, Wed, Thu, Fri, Sat), Closed...",84,4.1,Hennur,1,1,0, ,1,1
The Deagh,500,3, ,12noon – 11:30pm (Mon-Sun),41,3.6,Frazer Town,2,1,0, ,0,1
The Deli - The Den Bengaluru,600,2, ,10am – 10pm (Mon-Sun),16,3.7,"The Den, Whitefield",1,1,1, ,0,1
The Denny's,900,2, ,11am – 11pm (Mon-Sun),86,3.7,Jayanagar,1,1,0, ,0,1
The Dhaba,900,1, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",434,2.7,Marathahalli,1,1,1, ,0,1
The Diner,700,4, ,11am – 11pm (Mon-Sun),194,3.6,Whitefield,1,1,1, ,0,1
The Dining Table - Sahar Pavillion,1500,5,1,"7am – 10:30am, 12noon – 3:30pm, 7pm – 11pm...",72,3.6,"The Sahar Pavilion, Electronic City", ,1,1, ,0,1
The Dreamy Oven,600,2, ,8am – 11pm (Mon-Sun),24,3.6,Sarjapur Road,2,1,0, ,0,1
The Druid Garden,1700,5,4,"12noon – 11:30pm (Mon, Tue, Wed, Thu, Sun), 12noon...",2721,4.3,Sahakara Nagar,2,1,1, ,1,1
The Early bell,300,2,1,7am – 2am (Mon-Sun),173,3.9,Whitefield, ,1,1, ,0,1
The Eatery - Four Points by Sheraton Bengaluru,250,2, ,24 Hours (Mon-Sun),313,4,Four Points by Sheraton Bengaluru Whitefield,1,1,1, ,0,1
The Eatery Cafe & Restaurant,800,1, ,"10am – 9:30pm (Mon-Tue),9am – 10pm...",60,3.8,Marathahalli, ,1,0,1,0,1
The Egg Factory,650,2,1,8am – 11pm (Mon-Sun),1745,4.2,St. Marks Road,1,1,1,4,0,0
The Elaichi Restaurant,700,5, ,7am – 11pm (Mon-Sun),383,3.5,Electronic City,1,1,1,1,0,1
The Enav Bowl,500,5, ,12:30pm – 1am (Mon-Sun),20,3.8,Koramangala 5th Block,1,1,0, ,0,1
The Farm House Bar n Grill,800,2, ,"11am – 11:30pm (Mon, Tue, Wed, Thu, Sun), 2:30pm...",28,3.7,Whitefield,2,1,0, ,0,1
The Fast Food,150,2, ,7am – 9:30pm (Mon-Sun),52,3.9,Malleshwaram,1,1,1, ,0,1
The Fat Chef,1400,6, ,"11am – 3:30pm, 6pm – 11pm (Mon-Fri),11am –...",1704,4.1,Whitefield,1,1,1, ,1,1
The Fatty Bao - Asian Gastro Bar,1200,1,3,"12noon – 3pm, 7pm – 10:30pm (Mon-Thu),12noon –...",3590,4.5,Indiranagar,2,1,1, ,0,1
The Filter Coffee,300,1,1,7am – 10pm (Mon-Sun),566,4.1,Kalyan Nagar,1,1,0,1,0,1
The Fisherman's Wharf,1400,5,2,"12noon – 12:15AM (Mon, Tue, Wed, Thu, Sun), 12noon...",3918,4.4,Sarjapur Road,2,1,1, ,0,1
The Flavours,500,4, ,8:30am – 10:45pm (Mon-Sun),7,3.2,Kalyan Nagar,1,1,0, ,0,1
The Flying Cup,150,2,1,8am – 9pm (Mon-Sun),210,4.1,Sarjapur Road, ,0,0, ,1,1
The Food Cottage,350,3,1,"12noon – 1am (Mon-Thu),12noon – 2am (Fri-Sun)",40,3.7,BTM, ,1,1, ,0,1
The Food Dude,400,4,1,6pm – 6am (Mon-Sun),167,4,Koramangala 6th Block,1,1,1, ,0,1
The Food Factory,450,2, ,8am – 11pm (Mon-Sun),35,3.6,HSR,1,1,1, ,0,1
The Foodware Veg,400,1, ,7am – 7pm (Mon-Sun),15,3.7,Electronic City,1,1,0, ,0,1
The Foodyz,250,2, ,7am – 11pm (Mon-Sun),33,3.8,JP Nagar,1,1,1, ,0,1
The French Loaf,400,2, ,10am – 10:30pm (Mon-Sun),135,3.5,Indiranagar,2,1,1,18,0,1
The Ganache Factory,400,2, ,10am – 10pm (Mon-Sun),114,4.1,Jayanagar,1,1,0,2,0,0
The Globe Grub,1300,4,2,"11:30am – 4pm, 6:30pm – 11pm (Mon-Sun)",3082,4.8,Marathahalli,1,1,1, ,0,1
The Gluten Free Baking Co.,400,1, ,"9am – 5pm (Mon-Sat),Closed (Sun)",36,3.8,Banaswadi,1,1,0, ,0,1
The Golden Metro,800,4, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",70,3.6,"Hotel Dew Drops Hotel, Seshadripuram",1,1,1, ,0,1
The Good Grain,400,3,1,"10am – 11pm (Mon-Fri),11am – 11pm (Sat-Sun)",45,4.2,Residency Road,1,1,1, ,0,1
The Grand Taj,350,2, ,"11am – 4:30pm, 7pm – 11:30pm (Mon-Sun)",31,3.1,Shivajinagar,1,1,0, ,0,1
The Green House Family Restaurant,700,2, ,10:30am – 11:30pm (Mon-Sun),12,3.1,Majestic,1,1,0, ,0,1
The Green House Family Restaurant,500,2, ,11:30am – 11:30pm (Mon-Sun),8,3.2,Yelahanka,1,1,0, ,0,1
The Green Path - Forgotten Food,1100,2,1,"12noon – 3pm, 7pm – 10:30pm (Mon-Sun)",1078,4.3,Malleshwaram,1,1,1, ,0,1
The Grill House,1000,4, ,"12noon – 11pm (Mon, Tue, Wed, Thu, Sun), 12noon...",741,4.1,Ulsoor,2,1,1,1,1,1
The Grilled & Fried,300,1, ,11am – 11pm (Mon-Sun),106,3.7,Whitefield,1,1,1,1,0,1
The Grillo,500,6,1,11:30am – 11pm (Mon-Sun),67,3,Jayanagar,1,1,1, ,0,0
The Hangout,600,1, ,10am – 11pm (Mon-Sun),423,3.8,Rajarajeshwari Nagar,1,1,1, ,0,1
The Hebbal Cafe - Courtyard By Marriott,2000,2,1,24 Hours (Mon-Sun),125,4.2,"Courtyard by Marriott Bengaluru, Hebbal",1,1,1, ,0,1
The Hidden Cafe,350,3, ,"12midnight – 3am, 5:1pm – 12midnight...",93,3.9,Koramangala 1st Block,1,1,1, ,0,1
The Hidden Dragon - Golden Palms Hotel & Spa,1500,1, ,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",11,3,Golden Palms Hotel & Spa,1,1,0, ,0,1
The Hidden Home,1300,5,2,12noon – 11pm (Mon-Sun),760,4.3,Sarjapur Road,1,1,1, ,1,1
The Higher Taste,800,4,2,"12noon – 3pm, 7pm – 10:30pm (Mon-Sun)",811,4.3,Rajajinagar,1,1,1, ,0,1
The Higher Taste Stores,200,6, ,12noon – 10:30pm (Mon-Sun),105,3.8,Malleshwaram,1,1,1, ,1,1
The Himalayan,1200,1, ,12noon – 11:30pm (Mon-Sun),283,4.4,Koramangala 5th Block,1,1,1, ,0,0
The Hole in the Wall Cafe,600,2,2,"Closed (Mon),8:30am – 3pm, 5:30pm – 8:30pm...",6831,4.6,Koramangala 4th Block,1,1,0, ,1,1
The Hot Cafe,300,1, ,10am – 11pm (Mon-Sun),23,3.2,Kumaraswamy Layout,1,1,1, ,0,1
The Hub - Ibis Hotel,1500,2, ,11:30am – 11:30pm (Mon-Sun),50,3.7,"Ibis Hotel, Bommanahalli",1,1,0,2,0,1
The Hub & The Bar - Hotel Ramada Encore,1700,4, ,6:30am – 11pm (Mon-Sun),109,3.9,Domlur,2,1,0, ,0,1
The Humble Pie,200,2, ,"Closed (Mon),11:30am – 9:30pm (Tue-Sun)",25,3.9,HSR,2,1,1, ,0,0
The Humming Tree,1400,2, ,"Closed (Mon),1pm – 11:30pm (Tue, Wed, Thu, Sun)...",2389,4,Indiranagar,1,1,0, ,0,0
The Hundred Food Journey,1100,4, ,11:30am – 3am (Mon-Sun),44,3.9,"IMG Hotels, New BEL Road",1,1,1, ,0,1
The Hunger's Street,300,2, ,12noon – 11pm (Mon-Sun),24,3.5,International Airport,1,1,0, ,0,1
The Hungers Zone,300,3, ,8am – 11pm (Mon-Sun),55,3.8,BTM,1,1,1, ,0,1
The Hungry Shark Cafe,700,6,1,12noon – 11pm (Mon-Sun),118,3.9,Electronic City,1,1,1, ,0,1
The Hungry Yeti,700,2, ,"1pm – 10pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",144,4,Whitefield, ,1,0, ,0,1
The Hyderabad Chefs,700,4, ,"12noon – 3am (Mon, Tue, Wed, Fri, Sat, Sun)...",57,2.9,Whitefield,1,1,1,1,0,0
The Irish House,1700,2,2,"12midnight – 1am, 12noon – 12midnight (Mon-Sun)",1649,4.4,"VR Bengaluru, Whitefield",2,1,1,1,0,1
The IT Crowd,400,4, ,12noon – 11pm (Mon-Sun),19,2.8,Whitefield,1,1,1, ,0,1
The J,450,2, ,10am – 12midnight (Mon-Sun),113,4,Church Street,1,1,0, ,1,1
The Jade Kitchen,400,2, ,"12noon – 3:30pm, 6pm – 10:30pm (Mon-Sun)",104,4,JP Nagar,1,1,1, ,0,0
The Juice Box,200,3, ,9:30am – 11:30pm (Mon-Sun),13,3.4,Kaggadasapura,1,1,1, ,0,1
The Juice Shop - Juicery And Kitchen,300,3, ,11am – 11pm (Mon-Sun),28,3.9,Kalyan Nagar, ,0,0, ,0,1
The Juicy,100,2, ,11am – 11:30pm (Mon-Sun),13,3.5,JP Nagar, ,1,1, ,0,1
The Jungle Terrace,900,3, ,11am – 11pm (Mon-Sun),13,3.5,Brigade Road,1,0,0, ,0,0
The Kabab Studio - Goldfinch Hotel,1500,3, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",322,4.1,"Goldfinch Hotel, Seshadripuram",1,1,1, ,0,1
The Kababz N Curryz,300,2, ,12noon – 11pm (Mon-Sun),72,3.7,Nagarbhavi,1,1,1, ,0,1
The Kebab Room - Restaurant & Brewery,1000,2,1,"12noon – 3:30pm, 7pm – 12midnight (Mon-Sun)",755,4,Indiranagar,2,1,1, ,0,1
The Kick-Ass Company Pub & Diner,800,1, ,12noon – 11pm (Mon-Sun),16,3.6,Marathahalli,1,0,0, ,0,1
The Kim Chi Chef,600,3, ,"12:30pm – 3:30pm, 6:30pm – 11pm (Mon-Sun)",196,4.1,Whitefield,1,1,1, ,0,1
The Kitchen Chef,500,3,1,24 Hours (Mon-Sun),89,3.5,Old Airport Road,1,1,1, ,0,1
The Kitchen Story,300,3, ,7pm – 4:30am (Mon-Sun),15,3.2,HSR,1,1,1, ,0,1
The Kitchen Tales,250,2, ,10:30am – 11:30pm (Mon-Sun),71,3.9,, ,1,1, ,0,1
The Konkan - Seafood Restaurant,850,3,2,"12:30pm – 3:30pm, 7:30pm – 11pm (Mon-Sun)",185,4.5,St. Marks Road,2,1,1, ,1,1
The Krishna Grand,400,2, ,7am – 11pm (Mon-Sun),14,3.7,New BEL Road,1,1,0, ,0,1
The Krishna Grand,750,4, ,7am – 11pm (Mon-Sun),848,3.9,Banashankari,1,1,1,3,0,1
The Krishna Grand Xpress,500,2, ,7am – 10pm (Mon-Sun),123,3.8,Jayanagar,1,1,1, ,1,1
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,600,2,1,9am – 9pm (Mon-Sun),30,3.1,"The Lalit Ashok Bangalore, Seshadripuram",2,1,0, ,0,1
The Lantern Restaurant & Bar - The Ritz-Carlton...,3500,1,2,12noon – 11pm (Mon-Sun),405,4.4,The Ritz-Carlton,2,1,1, ,0,1
The Lassi and Juice Park,150,2, ,10am – 10pm (Mon-Sun),20,3.7,Banashankari,2,1,0, ,0,1
The Lassi Bar,300,2, ,11am – 11:30pm (Mon-Sun),42,3.7,BTM,1,1,1, ,0,1
The Lassi Park,200,2, ,12noon – 12midnight (Mon-Sun),177,4,Jayanagar,1,1,1,2,0,1
The Lassi Point,150,1, ,11am – 10pm (Mon-Sun),11,3.6,Jayanagar,1,1,0, ,0,1
The Leela Cake Shop - The Leela Palace,1200,2, ,10am – 10pm (Mon-Sun),69,3.9,"The Leela Palace, Old Airport Road",1,1,0, ,0,1
The Lighthouse Cafe,650,2, ,"Closed (Mon),4:30pm – 10:30pm (Tue-Fri),4pm –...",21,3.6,Whitefield,1,1,0, ,0,1
The Little Chef,600,2, ,"12noon – 4pm, 6:30pm – 11pm (Mon-Sun)",136,3.5,HSR,1,1,0, ,0,1
The Living Leisure Hub,400,2, ,"9am – 10pm (Mon-Thu),12midnight – 1am, 9am –...",11,3.5,Nagarbhavi,1,0,0, ,0,1
The Lobby Brew - Conrad Bengaluru,2200,1, ,24 Hours (Mon-Sun),23,3.6,"Conrad Bengaluru, Ulsoor",1,1,1, ,0,1
The Lobby Lounge - Shangri-La Hotel,2000,1, ,8am – 11:30pm (Mon-Sun),54,3.8,"Shangri-La Hotel, Vasanth Nagar",1,1,0, ,0,1
The Lobby Lounge - The Ritz-Carlton,2000,1, ,11am – 8pm (Mon-Sun),26,4.1,The Ritz-Carlton,1,1,0, ,0,1
The Local,1400,5,3,11am – 1am (Mon-Sun),1145,4.2,Kalyan Nagar,2,1,1, ,0,1
The Local - Burger Bar,1500,3, ,"11am – 12:15AM (Mon),11am – 11:30pm, 12midnight...",149,3.8,Koramangala 6th Block,1,1,0, ,0,1
The Local - Terrace Drinkery,1000,3,1,11am – 12:15AM (Mon-Sun),1379,4,Koramangala 6th Block,1,1,0, ,1,1
The London Curry House,1200,3,2,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",3528,4.4,Race Course Road,2,1,0, ,0,0
The Lounge - Eden Park Restaurants,1350,2, ,"12noon – 3pm, 7pm – 11pm (Mon-Thu),12noon –...",148,3.7,Eden Park Restaurants,1,1,1, ,0,1
The Mad Teapot,850,1,2,"11am – 8pm (Mon-Thu),11am – 9pm (Fri-Sun)",268,4.1,Indiranagar,1,1,1, ,0,1
The Mangalorean,550,3, ,"12noon – 3:30pm, 7pm – 11:30pm (Mon-Sun)",210,4.1,Kammanahalli,1,1,1, ,0,1
The Maori - Aurick Boutique Hotel,1000,2, ,"12:30pm – 3:30pm, 7pm – 10:30pm (Mon-Sun)",44,3.5,Aurick Boutique Hotel, ,1,0, ,0,1
The Marina,1200,6,3,"12noon – 3pm, 7pm – 11pm (Mon-Sun)",458,4.4,Indiranagar,1,1,0, ,1,1
The Market - The Ritz-Carlton,3400,4, ,6:30am – 12:30AM (Mon-Sun),583,4.3,The Ritz-Carlton,1,1,1, ,0,1
The Meal Story,550,2,1,"12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",218,4.2,Sarjapur Road,1,1,1, ,1,1
The Midnight Kitchen,250,2, ,"Closed (Mon),6:30pm – 3:30am (Tue-Sun)",72,3.8,Koramangala 8th Block, ,1,1, ,0,1
The Milkshake Theory,250,1, ,10:30am – 10:30pm (Mon-Sun),35,3,Lavelle Road,1,1,1,8,0,1
The Mint Resto Bar,1000,3, ,11am – 12midnight (Mon-Sun),58,2.7,Marathahalli,1,1,1, ,0,1
The Mirchi,400,3, ,7am – 11pm (Mon-Sun),21,3.3,Electronic City,1,0,0, ,0,1
The Mughal's,350,3,1,12noon – 11pm (Mon-Sun),78,3.1,Frazer Town,1,1,1, ,0,1
The Mylapore Cafe,150,1, ,7:30am – 10pm (Mon-Sun),98,4,HSR, ,1,1,1,0,1
The Nesara Grand,800,2, ,11am – 11:30pm (Mon-Sun),6,3.3,Jalahalli,2,0,0, ,0,1
The Nosh House,600,7, ,"7:30am – 9pm (Mon-Thu),7:30am – 9:30pm (Fri),8am...",205,4.3,Sarjapur Road,1,1,1, ,0,1
The Old Fashioned Bar,1000,8,2,12noon – 1am (Mon-Sun),253,4.5,Koramangala 6th Block,1,1,1, ,1,1
The Only Place,1000,6,1,"12noon – 3pm, 7pm – 11pm (Mon-Fri),12noon –...",2845,4.2,Church Street,1,1,1, ,0,1
The Onyx - The HHI Select Bengaluru,950,3, ,7am – 11pm (Mon-Sun),178,3.4,JP Nagar,1,1,0, ,0,1
The Open Box,1400,5,3,12noon – 12midnight (Mon-Sun),2206,4.3,St. Marks Road,2,1,1, ,0,1
The Orchard,900,1, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",618,4,Sadashiv Nagar,1,1,1, ,1,1
The Orchid,1400,2,1,11am – 11pm (Mon-Sun),52,3.8,"JP Cordial Hotel, Race Course Road",1,1,0, ,0,1
The Orchid - Fortune Park JP Celestial,1300,3, ,7:30am – 11pm (Mon-Sun),68,3.9,Fortune Park JP Celestial,1,1,0, ,0,1
The Oriental Spice - Ashraya Hotel,1300,3, ,"11am – 3:30pm, 7pm – 11pm (Mon-Sun)",156,3.8,"Ashraya Hotel, Infantry Road",1,1,1, ,0,1
The Original Bistro,600,2, ,11am – 10pm (Mon-Sun),66,4,Kalyan Nagar,1,1,0, ,0,1
The Pallavas ( Authentic Taste Of Southern Cuisine ),400,1, ,7am – 10:30pm (Mon-Sun),19,3.6,Brookefield,1,1,1, ,0,1
The Pallet,1600,7,6,"12noon – 11:30pm (Mon, Tue, Wed, Thu, Sun), 12noon...",1863,4.4,Whitefield,2,1,1, ,0,1
The Paramount Hotel,1000,4,1,12:30pm – 3am (Mon-Sun),221,3.3,Koramangala 5th Block,1,1,1,1,0,1
The Paratha Company,300,1,3,"12noon – 4pm, 6pm – 11pm (Mon-Sun)",270,4.4,Koramangala 4th Block,2,1,1,3,0,1
The Paratha Stories,300,2,1,11am – 3am (Mon-Sun),30,3,Koramangala 1st Block,1,1,1, ,0,1
The Park East 01,750,2, ,"12:30pm – 3:30pm, 7pm – 11:30pm (Mon-Sun)",51,3.8,Race Course Road,1,1,0, ,0,1
The Park Inn Restaurant,450,2, ,10am – 10pm (Mon-Sun),17,3,Bannerghatta Road,1,1,0, ,0,1
The Pastry House,200,2,1,10am – 12midnight (Mon-Sun),55,3.8,Electronic City,1,1,1,1,0,1
The Pastry Inn,300,1, ,9:30am – 10pm (Mon-Sun),5,3.3,Rammurthy Nagar,2,1,1,2,0,1
The Pavillion,1000,4, ,"7am – 10:30am, 12:30pm – 3:30pm, 7pm – 11pm...",43,2.8,"Quality Inn - Shravanthi,",1,1,0, ,0,1
The Perfect Stop,300,1, ,"9am – 8:30pm (Mon-Sat),1pm – 8:30pm (Sun)",12,3.6,Shanti Nagar,1,1,0, ,0,1
The Permit Room,1500,1,2,"12noon – 11:30pm (Mon-Thu),12noon – 1am...",1418,4.5,Brigade Road,1,1,0, ,0,1
The Persian Terrace - Sheraton Grand Bangalore Hotel...,2500,3,2,6:30pm – 11:30pm (Mon-Sun),525,4.2,Sheraton Grand Bangalore Hotel at Brigade Gateway,1,1,1, ,0,1
The Pizza Bakery,1200,4,4,"12:30pm – 3:30pm, 7pm – 11pm (Mon-Thu),12:30pm...",1264,4.5,Indiranagar,2,1,1, ,0,1
The Pizzeria,800,3,1,11am – 11pm (Mon-Sun),318,3.7,Banaswadi,1,1,1,1,0,1
The Place Behind Desserted,650,3, ,"11:30am – 4pm, 7pm – 10pm (Mon-Sun)",44,3.8,Vasanth Nagar,1,1,0, ,0,1
The Punjabi,550,4, ,"11am – 4pm, 6:30pm – 11:30pm (Mon-Sun)",31,3,Bellandur,1,1,1, ,0,1
The Punjabi Bites,150,1, ,"10am – 10pm (Mon-Sat),Closed (Sun)",80,3.9,Old Airport Road,1,1,0, ,0,1
The Punjabi Park,500,1, ,12noon – 11pm (Mon-Sun),28,3.6,Whitefield,1,1,0, ,0,1
The Punjabi Rasoi,800,1,1,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",1958,4.1,Indiranagar,1,1,1,3,0,1
The Purple Pan,600,2, ,"6:30pm – 10:30pm (Mon),12noon – 3:30pm, 6:30pm...",485,4,Rajajinagar,1,1,1,1,0,1
